pixel vinkelx vinkely
0 0.14413974667804003000 0.00016024429869709842
1 0.14395994771868625000 0.00016024429869709842
2 0.14378017522677133000 0.00016024429869709842
3 0.14360042919442234000 0.00016024429869709842
4 0.14342070961376646000 0.00016024429869709842
5 0.14324101647693066000 0.00016024429869709842
6 0.14306134977604218000 0.00016024429869709842
7 0.14288170950322798000 0.00016024429869709842
8 0.14270209565061526000 0.00016024429869709842
9 0.14252250821033108000 0.00016024429869709842
10 0.14234294717450252000 0.00016024429869709842
11 0.14216341253525666000 0.00016024429869709842
12 0.14198390428472069000 0.00016024429869709842
13 0.14180442241502156000 0.00016024429869709842
14 0.14162496691828647000 0.00016024429869709842
15 0.14144553778664248000 0.00016024429869709842
16 0.14126613501221674000 0.00016024429869709842
17 0.14108675858713626000 0.00016024429869709842
18 0.14090740850352818000 0.00016024429869709842
19 0.14072808475351956000 0.00016024429869709842
20 0.14054878732923753000 0.00016024429869709842
21 0.14036951622280924000 0.00016024429869709842
22 0.14019027142636170000 0.00016024429869709842
23 0.14001105293202198000 0.00016024429869709842
24 0.13983186073191728000 0.00016024429869709842
25 0.13965269481817466000 0.00016024429869709842
26 0.13947355518292115000 0.00016024429869709842
27 0.13929444181828393000 0.00016024429869709842
28 0.13911535471639003000 0.00016024429869709842
29 0.13893629386936662000 0.00016024429869709842
30 0.13875725926934074000 0.00016024429869709842
31 0.13857825090843945000 0.00016024429869709842
32 0.13839926877878994000 0.00016024429869709842
33 0.13822031287251924000 0.00016024429869709842
34 0.13804138318175452000 0.00016024429869709842
35 0.13786247969862275000 0.00016024429869709842
36 0.13768360241525113000 0.00016024429869709842
37 0.13750475132376672000 0.00016024429869709842
38 0.13732592641629660000 0.00016024429869709842
39 0.13714712768496784000 0.00016024429869709842
40 0.13696835512190764000 0.00016024429869709842
41 0.13678960871924301000 0.00016024429869709842
42 0.13661088846910108000 0.00016024429869709842
43 0.13643219436360898000 0.00016024429869709842
44 0.13625352639489369000 0.00016024429869709842
45 0.13607488455508243000 0.00016024429869709842
46 0.13589626883630218000 0.00016024429869709842
47 0.13571767923068012000 0.00016024429869709842
48 0.13553911573034333000 0.00016024429869709842
49 0.13536057832741893000 0.00016024429869709842
50 0.13518206701403396000 0.00016024429869709842
51 0.13500358178231553000 0.00016024429869709842
52 0.13482512262439078000 0.00016024429869709842
53 0.13464668953238673000 0.00016024429869709842
54 0.13446828249843051000 0.00016024429869709842
55 0.13428990151464926000 0.00016024429869709842
56 0.13411154657317004000 0.00016024429869709842
57 0.13393321766611987000 0.00016024429869709842
58 0.13375491478562601000 0.00016024429869709842
59 0.13357663792381541000 0.00016024429869709842
60 0.13339838707281526000 0.00016024429869709842
61 0.13322016222475258000 0.00016024429869709842
62 0.13304196337175450000 0.00016024429869709842
63 0.13286379050594815000 0.00016024429869709842
64 0.13268564361946061000 0.00016024429869709842
65 0.13250752270441890000 0.00016024429869709842
66 0.13232942775295020000 0.00016024429869709842
67 0.13215135875718159000 0.00016024429869709842
68 0.13197331570924015000 0.00016024429869709842
69 0.13179529860125294000 0.00016024429869709842
70 0.13161730742534716000 0.00016024429869709842
71 0.13143934217364983000 0.00016024429869709842
72 0.13126140283828802000 0.00016024429869709842
73 0.13108348941138886000 0.00016024429869709842
74 0.13090560188507949000 0.00016024429869709842
75 0.13072774025148698000 0.00016024429869709842
76 0.13054990450273835000 0.00016024429869709842
77 0.13037209463096083000 0.00016024429869709842
78 0.13019431062828135000 0.00016024429869709842
79 0.13001655248682720000 0.00016024429869709842
80 0.12983882019872528000 0.00016024429869709842
81 0.12966111375610284000 0.00016024429869709842
82 0.12948343315108690000 0.00016024429869709842
83 0.12930577837580454000 0.00016024429869709842
84 0.12912814942238293000 0.00016024429869709842
85 0.12895054628294905000 0.00016024429869709842
86 0.12877296894963014000 0.00016024429869709842
87 0.12859541741455321000 0.00016024429869709842
88 0.12841789166984535000 0.00016024429869709842
89 0.12824039170763368000 0.00016024429869709842
90 0.12806291752004528000 0.00016024429869709842
91 0.12788546909920728000 0.00016024429869709842
92 0.12770804643724670000 0.00016024429869709842
93 0.12753064952629073000 0.00016024429869709842
94 0.12735327835846638000 0.00016024429869709842
95 0.12717593292590085000 0.00016024429869709842
96 0.12699861322072115000 0.00016024429869709842
97 0.12682131923505435000 0.00016024429869709842
98 0.12664405096102765000 0.00016024429869709842
99 0.12646680839076807000 0.00016024429869709842
100 0.12628959151640273000 0.00016024429869709842
101 0.12611240033005872000 0.00016024429869709842
102 0.12593523482386315000 0.00016024429869709842
103 0.12575809498994306000 0.00016024429869709842
104 0.12558098082042563000 0.00016024429869709842
105 0.12540389230743787000 0.00016024429869709842
106 0.12522682944310698000 0.00016024429869709842
107 0.12504979221955992000 0.00016024429869709842
108 0.12487278062892393000 0.00016024429869709842
109 0.12469579466332598000 0.00016024429869709842
110 0.12451883431489325000 0.00016024429869709842
