pixel vinkelx vinkely
0 0.13846207802981131000 0.00072303957195723925
1 0.13765624722615766000 0.00072303957195723925
2 0.13685094737589915000 0.00072303957195723925
3 0.13604617771138655000 0.00072303957195723925
4 0.13524193746497065000 0.00072303957195723925
5 0.13443822586900228000 0.00072303957195723925
6 0.13363504215583222000 0.00072303957195723925
7 0.13283238555781118000 0.00072303957195723925
8 0.13203025530729007000 0.00072303957195723925
9 0.13122865063661965000 0.00072303957195723925
10 0.13042757077815070000 0.00072303957195723925
11 0.12962701496423401000 0.00072303957195723925
12 0.12882698242722040000 0.00072303957195723925
13 0.12802747239946066000 0.00072303957195723925
14 0.12722848411330556000 0.00072303957195723925
15 0.12643001680110594000 0.00072303957195723925
16 0.12563206969521257000 0.00072303957195723925
17 0.12483464202797617000 0.00072303957195723925
18 0.12403773303174770000 0.00072303957195723925
19 0.12324134193887781000 0.00072303957195723925
20 0.12244546798171735000 0.00072303957195723925
21 0.12165011039261708000 0.00072303957195723925
22 0.12085526840392785000 0.00072303957195723925
23 0.12006094124800043000 0.00072303957195723925
24 0.11926712815718560000 0.00072303957195723925
25 0.11847382836383419000 0.00072303957195723925
26 0.11768104110029698000 0.00072303957195723925
27 0.11688876559892475000 0.00072303957195723925
28 0.11609700109206827000 0.00072303957195723925
29 0.11530574681207845000 0.00072303957195723925
30 0.11451500199130593000 0.00072303957195723925
31 0.11372476586210159000 0.00072303957195723925
32 0.11293503765681623000 0.00072303957195723925
33 0.11214581660780060000 0.00072303957195723925
34 0.11135710194740553000 0.00072303957195723925
35 0.11056889290798183000 0.00072303957195723925
36 0.10978118872188025000 0.00072303957195723925
37 0.10899398862145160000 0.00072303957195723925
38 0.10820729183904670000 0.00072303957195723925
39 0.10742109760701632000 0.00072303957195723925
40 0.10663540515771125000 0.00072303957195723925
41 0.10585021372348230000 0.00072303957195723925
42 0.10506552253668028000 0.00072303957195723925
43 0.10428133082965593000 0.00072303957195723925
44 0.10349763783476010000 0.00072303957195723925
45 0.10271444278434358000 0.00072303957195723925
46 0.10193174491075713000 0.00072303957195723925
47 0.10114954344635155000 0.00072303957195723925
48 0.10036783762347767000 0.00072303957195723925
49 0.09958662667448625600 0.00072303957195723925
50 0.09880590983172810000 0.00072303957195723925
51 0.09802568632755401200 0.00072303957195723925
52 0.09724595539431479800 0.00072303957195723925
53 0.09646671626436120800 0.00072303957195723925
54 0.09568796817004410200 0.00072303957195723925
55 0.09490971034371420400 0.00072303957195723925
56 0.09413194201772234800 0.00072303957195723925
57 0.09335466242441933800 0.00072303957195723925
58 0.09257787079615595300 0.00072303957195723925
59 0.09180156636528297200 0.00072303957195723925
60 0.09102574836415122700 0.00072303957195723925
61 0.09025041602511146800 0.00072303957195723925
62 0.08947556858051453100 0.00072303957195723925
63 0.08870120526271119100 0.00072303957195723925
64 0.08792732530405225600 0.00072303957195723925
65 0.08715392793688850300 0.00072303957195723925
66 0.08638101239357071100 0.00072303957195723925
67 0.08560857790644974000 0.00072303957195723925
68 0.08483662370787631300 0.00072303957195723925
69 0.08406514903020126400 0.00072303957195723925
70 0.08329415310577537000 0.00072303957195723925
71 0.08252363516694943800 0.00072303957195723925
72 0.08175359444607427400 0.00072303957195723925
73 0.08098403017550065400 0.00072303957195723925
74 0.08021494158757935800 0.00072303957195723925
75 0.07944632791466121900 0.00072303957195723925
76 0.07867818838909698700 0.00072303957195723925
77 0.07791052224323749600 0.00072303957195723925
78 0.07714332870943352300 0.00072303957195723925
79 0.07637660702003587500 0.00072303957195723925
80 0.07561035640739532900 0.00072303957195723925
81 0.07484457610386269200 0.00072303957195723925
82 0.07407926534178876900 0.00072303957195723925
83 0.07331442335352433800 0.00072303957195723925
84 0.07255004937142017800 0.00072303957195723925
85 0.07178614262782712100 0.00072303957195723925
86 0.07102270235509594600 0.00072303957195723925
87 0.07025972778557743000 0.00072303957195723925
88 0.06949721815162235300 0.00072303957195723925
89 0.06873517268558160300 0.00072303957195723925
90 0.06797359061980584600 0.00072303957195723925
91 0.06721247118664600000 0.00072303957195723925
92 0.06645181361845278700 0.00072303957195723925
93 0.06569161714757698600 0.00072303957195723925
94 0.06493188100636948500 0.00072303957195723925
95 0.06417260442718097900 0.00072303957195723925
96 0.06341378664236230200 0.00072303957195723925
97 0.06265542688426423100 0.00072303957195723925
98 0.06189752438523760100 0.00072303957195723925
99 0.06114007837763316100 0.00072303957195723925
100 0.06038308809380171800 0.00072303957195723925
101 0.05962655276609413200 0.00072303957195723925
102 0.05887047162686109800 0.00072303957195723925
103 0.05811484390845345100 0.00072303957195723925
104 0.05735966884322199500 0.00072303957195723925
105 0.05660494566351753600 0.00072303957195723925
106 0.05585067360169082600 0.00072303957195723925
107 0.05509685189009269600 0.00072303957195723925
108 0.05434347976107395400 0.00072303957195723925
109 0.05359055644698534900 0.00072303957195723925
110 0.05283808118017768700 0.00072303957195723925
111 0.05208605319300180200 0.00072303957195723925
112 0.05133447171780844400 0.00072303957195723925
113 0.05058333598694841900 0.00072303957195723925
114 0.04983264523277253200 0.00072303957195723925
115 0.04908239868763159000 0.00072303957195723925
116 0.04833259558387634200 0.00072303957195723925
117 0.04758323515385765000 0.00072303957195723925
